importId,code,productCategory.id,name,description,salePrice,saleCurrency.code,procurementMethodSelect,productTypeSelect,purchaseCurrency.code,purchasePrice,unit.labelToPrinting,picture.fileName,internalDescription,purchasesUnit.labelToPrinting,costPrice,netMass,massUnit.labelToPrinting,width,length,height,lengthUnit.labelToPrinting,fullName,productAttrs
110-SC-WHT,110-SC-WHT,4,Success Card-WHT,The SuccessCard White-  - 72ct,0.62,USD,buyAndProduce,storable,USD,0.62,ea,110-SC-WHT.jpg,The SuccessCard  - 72ct,ea,,2,lbs,4,7,3,in,[110-SC-WHT] Success Card-WHT,"{""partNumber"":""Success Card-WHT"",""company"":[{""id"":1}],""partDescription"":""The SuccessCard  - 72ct"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Ensure your business card is never misplaced. An innovative floss holder that adds value to your next appointment card, business card, or promotional card. Slide your card into the clear sleeve on the front, on the back is 12 yards of floss. Pull the floss & wrap around the cutter. This item is ultra thin & easy to fit into a wallet, purse, or pocket. Increases profitability by reducing missed appointments by 30%. \n\nGreat for any business and event! Comes in baby blue, lime green, white and black. \n\n2\"" w x 2\"" h on back. Pad printed. Price includes 1 color, 1 side, 1 location"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
110-SC-WHT-CASE,110-SC-WHT-CASE,4,Success Card-WHT-MC,The SuccessCard White-  - 72ct ,0.79,USD,buyAndProduce,storable,USD,0.79,ea,110-SC-WHT-CASE.jpg,The SuccessCard White -  - 72ct,ea,,0,lbs,0,0,0,in,[110-SC-WHT-CASE] Success Card-WHT-MC,"{""partNumber"":""Success Card-WHT-MC"",""company"":[{""id"":1}],""partDescription"":""The SuccessCard White -  - 72ct"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Ensure your business card is never misplaced. An innovative floss holder that adds value to your next appointment card, business card, or promotional card. Slide your card into the clear sleeve on the front, on the back is 12 yards of floss. Pull the floss & wrap around the cutter. This item is ultra thin & easy to fit into a wallet, purse, or pocket. Increases profitability by reducing missed appointments by 30%. \n\nGreat for any business and event! Comes in baby blue, lime green, white and black. \n\n2\"" w x 2\"" h on back. Pad printed. Price includes 1 color, 1 side, 1 location"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
110-SC TP - WHT,110-SC TP - WHT,4,Success Card-WHT,The SuccessCard White Tape Floss -  - 72ct,64.08,USD,buyAndProduce,storable,USD,64.08,ea,110-SC TP - WHT.jpg,The SuccessCard White Tape Floss -  - 72ct,ea,,1.5,lbs,4,7,3,in,[110-SC TP - WHT] Success Card-WHT,"{""partNumber"":""Success Card-WHT"",""company"":[{""id"":1}],""partDescription"":""The SuccessCard White Tape Floss -  - 72ct"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Ensure your business card is never misplaced. An innovative floss holder that adds value to your next appointment card, business card, or promotional card. Slide your card into the clear sleeve on the front, on the back is 12 yards of floss. Pull the floss & wrap around the cutter. This item is ultra thin & easy to fit into a wallet, purse, or pocket. Increases profitability by reducing missed appointments by 30%. \n\nGreat for any business and event! Comes in baby blue, lime green, white and black. \n\n2\"" w x 2\"" h on back. Pad printed. Price includes 1 color, 1 side, 1 location"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
010-ZM-PLACARD,010-ZM-PLACARD,71,Z Medical Placard,Z Medical Placard,,USD,buyAndProduce,storable,USD,,ea,010-ZM-PLACARD.jpg,Z Medical placard,ea,,,,,,,,[010-ZM-PLACARD] Z Medical Placard,"{""partNumber"":""Z Medical Placard"",""company"":[{""id"":1}],""partDescription"":""Z Medical placard"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":0},""productDetails"":"""",""productUpc"":"""",""productActive"":false,""productTaxable"":false,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":0},""cfpImprinting"":""""}"
010-BC-HP,010-BC-HP,71,Business Card-Health Partners,Business Cards with Health Partners Logo,0.05,USD,buyAndProduce,storable,USD,0.05,ea,010-BC-HP.jpg,Business Cards with Health Partners Logo,ea,,0,lbs,0,0,0,ft,[010-BC-HP] Business Card-Health Partners,"{""partNumber"":""Business Card-Health Partners"",""company"":[{""id"":1}],""partDescription"":""Business Cards with Health Partners Logo"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""4""},""cfpImprinting"":""""}"
010-BC-SJ,010-BC-SJ,71,Business Card-SanJoaquin,Personalized San Joaquin Kit Insert,0.05,USD,buyAndProduce,storable,USD,0.05,ea,010-BC-SJ.jpg,Personalized San Joaquin Kit Insert,ea,,0,lbs,0,0,0,ft,[010-BC-SJ] Business Card-SanJoaquin,"{""partNumber"":""Business Card-SanJoaquin"",""company"":[{""id"":1}],""partDescription"":""Personalized San Joaquin Kit Insert"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""4""},""cfpImprinting"":""""}"
010-ZM-BROCHURE,010-ZM-BROCHURE,71,Z Medical Brochure,Brochures for Office Use,0,USD,buyAndProduce,storable,USD,0,ea,010-ZM-BROCHURE.jpg,Brochures for Office Use,ea,,0,lbs,0,0,0,ft,[010-ZM-BROCHURE] Z Medical Brochure,"{""partNumber"":""Z Medical Brochure"",""company"":[{""id"":1}],""partDescription"":""Brochures for Office Use"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""4""},""cfpImprinting"":""""}"
900-CLING-BTM,900-CLING-BTM,57,Cling-Bruce The Moose,Bruce the Moose Window Cling,0.3,USD,buyAndProduce,storable,USD,0.3,ea,900-CLING-BTM.jpg,BRUCE THE MOOSE WINDOW CLING,ea,,0,lbs,4,4,0,ft,[900-CLING-BTM] Cling-Bruce The Moose,"{""partNumber"":""Cling-Bruce The Moose"",""company"":[{""id"":1}],""partDescription"":""Bruce the Moose-Window Cling"",""partDetails"":""4\"" Circle"",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":""4\"" circle"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":""Labelworks"",""vendorPartNumber"":""CLING"",""vendorUom"":{""id"":""4""},""cfpImprinting"":""BRUCE THE MOOSE""}"
100-130,100-130,2,130,Streamline 130 Kids Toothbrushes- 144ct,23.04,USD,buyAndProduce,storable,USD,23.04,ea,100-130.jpg,043 Kids Toothbrushes,ea,,4,lbs,7,7,7,in,[100-130] 130,"{""partNumber"":""130"",""company"":[{""id"":1}],""partDescription"":""043 Kids Toothbrushes"",""partDetails"":""Made for kids ages 4-9, the Streamline Kids Toothbrush is perfect for the value. It comes with 33 tufts, soft bristles, 6 assorted colors in a  - 144ct. \nColors: Blue, Orange, Yellow, Purple, Pink, Green"",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Made for kids ages 4-9, the Streamline Kids Toothbrush is perfect for the value. It comes with 33 tufts, soft bristles, 6 assorted colors in a  - 144ct. \nColors: Blue, Orange, Yellow, Purple, Pink, Green"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":""China"",""vendorPartNumber"":""130"",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-130-CPBC,100-130-CPBC,2,130-CP Big Creek,Streamline Tootbrush with BIG CREEK VET Imprint,50.4,USD,buyAndProduce,storable,USD,50.4,ea,100-130-CPBC.jpg,130 Streamline Tootbrush with BIG CREEK VET Imprint,ea,,4,lbs,7,7,7,in,[100-130-CPBC] 130-CP Big Creek,"{""partNumber"":""130-CP Big Creek"",""company"":[{""id"":1}],""partDescription"":""130 Streamline Tootbrush with BIG CREEK VET Imprint"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-130-MO,100-130-MO,2,130-MO,Streamline KidsMO DHSS- ORAL Health,51.84,USD,buyAndProduce,storable,USD,51.84,ea,100-130-MO.jpg,Streamline KidsMO DHSS-ORAL Health,ea,,4,lbs,7,7,7,in,[100-130-MO] 130-MO,"{""partNumber"":""130-MO"",""company"":[{""id"":1}],""partDescription"":""Streamline KidsMO DHSS-ORAL Health"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-138-Y,100-138-Y,2,138Y,Classic Kids  Toothbrushes - 144ct,76.32,USD,buyAndProduce,storable,USD,76.32,ea,100-138-Y.jpg,Classic Kids  Toothbrushes - 144 ct,ea,,5,lbs,10,10,9,in,[100-138-Y] 138Y,"{""partNumber"":""138Y"",""company"":[{""id"":1}],""partDescription"":""Classic Kids  Toothbrushes - 144 ct"",""partDetails"":""Made for kids ages 4-9, our most popular childrens brush! Slightly front raised bristles that are end rounded to ensure a gentle brush on teeth and gums. Handle offers terrific maneuverability for children. Fits in most toothbrush holders.  - 144ct. \n\nColors: \nGreen, Blue, Purple, Pink"",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Made for kids ages 4-9, our most popular childrens brush! Slightly front raised bristles that are end rounded to ensure a gentle brush on teeth and gums. Handle offers terrific maneuverability for children. Fits in most toothbrush holders.  - 144ct. \n\nColors: \nGreen, Blue, Purple, Pink"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":""China"",""vendorPartNumber"":""138y"",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
600-100-138-Y-DD,600-100-138-Y-DD,36,138Y-Delta Dental,Classic Kid's Toothbrush-Delta Dental Branded,63.36,USD,buyAndProduce,storable,USD,63.36,ea,600-100-138-Y-DD.jpg,Delta Dental Kid  Toothbrushes- - 144ct,ea,,5,lbs,10,10,9,in,[600-100-138-Y-DD] 138Y-Delta Dental,"{""partNumber"":""138Y-Delta Dental"",""company"":[{""id"":1}],""partDescription"":""Delta Dental Kid  Toothbrushes- - 144ct"",""partDetails"":""Delta Dental"",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":""Delta Dental"",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-138-Y-DOMINION,100-138-Y-DOMINION,2,138Y-Dominion,Classic Kids Toothbrush w/ Domimion National Black Imprint,0,USD,buyAndProduce,storable,USD,0,ea,100-138-Y-DOMINION.jpg,Classic Kids Toothbrush w/ Domimion National imprint in black ink,ea,,0,lbs,0,0,0,ft,[100-138-Y-DOMINION] 138Y-Dominion,"{""partNumber"":""138Y-Dominion"",""company"":[{""id"":1}],""partDescription"":""Classic Kids Toothbrush w/ Domimion National imprint in black ink"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""4""},""cfpImprinting"":""Dominion National imprint, blk""}"
100-151-Z-ALTUS,100-151-Z-ALTUS,2,151-ALTUS,Small Kids Brush - Altus Dental Logo,59.04,USD,buyAndProduce,storable,USD,59.04,ea,100-151-Z-ALTUS.jpg,Small Kids Brush - Altus Dental Logo,ea,,6,lbs,10,11,7,in,[100-151-Z-ALTUS] 151-ALTUS,"{""partNumber"":""151-ALTUS"",""company"":[{""id"":1}],""partDescription"":""Small Kids Brush - Altus Dental Logo"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":false,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-151-Z-DD,100-151-Z-DD,2,151-Delta Dental,"Small Kid's Toothbrush with Delta Dental logo,  - 144ct",63.36,USD,buyAndProduce,storable,USD,63.36,ea,100-151-Z-DD.jpg,"Small Kid's Toothbrush with Delta Dental logo,  - 144ct",ea,,6,lbs,10,11,7,in,[100-151-Z-DD] 151-Delta Dental,"{""partNumber"":""151-Delta Dental"",""company"":[{""id"":1}],""partDescription"":""Small Kid's Toothbrush with Delta Dental logo,  - 144ct"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":""China"",""vendorPartNumber"":""151DD"",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-151-Z,100-151-Z,2,151Z,Small Kids (Peewee) Brush w/ Z,80.64,USD,buyAndProduce,storable,USD,80.64,ea,100-151-Z.jpg,Small Kids (Peewee) Brush w/ Z,ea,,6,lbs,10,11,7,in,[100-151-Z] 151Z,"{""partNumber"":""151Z"",""company"":[{""id"":1}],""partDescription"":""Small Kids (Peewee) Brush w/ Z"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
100-198-DE,100-198-DE,2,198-DE,Upgrade - Sub option for the 330 Streamline,0.19,USD,buyAndProduce,storable,USD,0.19,ea,100-198-DE.jpg,Upgraded sub option for 330 Streamline toothbrush,ea,,0,lbs,0,0,0,ft,[100-198-DE] 198-DE,"{""partNumber"":""198-DE"",""company"":[{""id"":1}],""partDescription"":""Upgraded sub option for 330 Streamline toothbrush"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""4""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""4""},""cfpImprinting"":""""}"
100-202-AETNA,100-202-AETNA,2,202-Aetna,Aetna-Contour 202Junior/ Teen Toothbrushes  - 144ct,80.64,USD,buyAndProduce,storable,USD,80.64,ea,100-202-AETNA.jpg,Aetna-Contour 202Junior/ Teen Toothbrushes  - 144ct,ea,,6,lbs,10,10,9,in,[100-202-AETNA] 202-Aetna,"{""partNumber"":""202-Aetna"",""company"":[{""id"":1}],""partDescription"":""Aetna-Contour 202Junior/ Teen Toothbrushes  - 144ct"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
600-202-Z-DD,600-202-Z-DD,36,202-Delta Dental,Adult Compact Toothbrush with Delta Dental Logo,50.4,USD,buyAndProduce,storable,USD,50.4,ea,600-202-Z-DD.jpg,Adult Compact Toothbrush with Delta Dental Logo,ea,,6,lbs,10,10,9,in,[600-202-Z-DD] 202-Delta Dental,"{""partNumber"":""202-Delta Dental"",""company"":[{""id"":1}],""partDescription"":""Adult Compact Toothbrush with Delta Dental Logo"",""partDetails"":"""",""upc"":"""",""sizeUom"":{""id"":""5""},""productDetails"":"""",""productUpc"":"""",""productActive"":true,""productTaxable"":true,""vendor"":"""",""vendorPartNumber"":"""",""vendorUom"":{""id"":""5""},""cfpImprinting"":""""}"
